itemName,itemEffect,itemSource,location,act
Gloves of the Balanced Hands,Gain the Two-Weapon Fighting style as long as these gloves are equipped,Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Obsidian Laced Robe,"On your successful saving throw against an enemy spell, the attacker that caused the throw receives 1d4 + your proficiency bonus Fire damage Resistance to Fire damage",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
The Mighty Cloth,"Advantage on Strength ability checks, your carrying capacity is doubled Increase your Strength by 2 (max 20) while wearing this armour Immunity to being pushed, advantage on saving throws against being Restrained Gain an action to charge up to 9 m / 30 ft forward with 2 m / 7 ft effect radius, knocking any target caught 3 m / 10 ft back if they fail their Strength save against your 10 + Strength modifier DC ( Recharge: Per turn)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Yuan-Ti Scale Mail,"Add your full Dexterity modifier to your AC while wearing this armour +1 bonus to Initiative rolls",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Shadeclinger Armour,"While being obscured, gain advantage on saving throws Stealth +1",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Barkskin Armour,"Increase your AC to 16 while wearing this armour Advantage on Constitution saving throws",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Hat of Uninhibited Kushigo,"After dealing damage with an unarmed attack, gain a +1 bonus to spell save DC until the end of your turn",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Defender Greataxe,"Gain an action during your first attack of the round to reduce this weapon's enchantment by 1, increasing your AC and saving throws by 1 in return ( Recharge: Per turn)",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Cloak of Protection,"Armour Class +1 Saving throws +1",Bough or stolen from Quartermaster Talli near the Last Light Inn waypoint,X: -27 Y: 132,2
Sword of Life Stealing,"On a critical hit with this shortsword, if the target is not Construct or Undead, deal additional 10 Necrotic damage and gain 10 temporary hit points",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Swordmaster Gloves,"Gain proficiency with Shortswords, Longswords, and Greatswords. Melee weapon attack rolls +1",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Darkfire Shortbow,"Resistance to Fire and Cold damage Cast Haste ( Recharge: Long rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Harmonium Halberd,"Strength +2 Intelligence -1 Wisdom -1",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Charge-Bound Warhammer,"Deal additional 1d6 Lightning damage with this weapon +1 to attack rolls and damage rolls with this weapon The effects function only when the weapon is Bound to an Eldritch Knight or is a Warlock's Pact Weapon",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Thermodynamo Axe,"On a hit with this battleaxe, once per attack, gain Heat for 2 turns",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Sword of Clutching Umbra,"Gain an action to strike the target, dealing additional damage equal to your proficiency bonus + 1d6 Psychic. This action doesn't break Invisibility or other forms of concealment ( Recharge: Short rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Thorn Blade,"While concentrating, deal additional 1d4 Poison damage with melee weapons while having this scimitar equipped Cast Ensnaring Strike (Melee) (level 1) ( Recharge: Long rest)",Bought or stolen from Dammon[1] at the Inn blacksmith,X: -33 Y: 164,2
Flawed Helldusk Helmet,"+2 bonus to saving throws against spells Constitution saving throws +1",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Flawed Helldusk Armour,"When you are hit by an enemy in melee, once per attack, they must succeed DC 13 Dexterity save or receive 1d4 Fire damage Incoming Piercing damage is reduced by 1 Disadvantage on Stealth ability checks",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Flawed Helldusk Gloves,"Deal additional 1d4 Fire damage with your weapons or additional 1d4 Necrotic damage with unarmed strikes On an unarmed hit, the target must succeed DC 13 Constitution save or suffer Bleeding for 2 turns Strength saving throws +1",Rewarded by Dammon at the Inn blacksmith for giving him 3 pieces of Infernal Iron during dialogue,X: -33 Y: 164,2
Evasive Shoes,"Acrobatics +1 Armour Class +1",Bought or stolen from Mattis[2] inside the Inn,X: -56 Y: 141,2
Cloak of Cunning Brume,"On Disengage, create a 2 m / 7 ft radius Fog Cloud that lingers for 1 turn",Bought or stolen from Mattis[2] inside the Inn,X: -56 Y: 141,2
Shapeshifter's Boon Ring,"While shapeshifting or disguising yourself, gain a 1d4 bonus to all ability checks. This effect lasts until long rest and doesn't require the ring to be equipped once enabled",Strange Ox in the Inn barn behind the blacksmith if spared at the Emerald Grove,X: -28 Y: 170,2
Hat of Fire Acuity,"When you deal Fire damage, once per attack, gain Arcane Acuity for 2 turns",Strange Ox in the Inn barn behind the blacksmith if spared at the Emerald Grove,X: -28 Y: 170,2
Rippling Force Mail,"When you take Physical damage, gain Force Conduit for 2 turns Disadvantage on Stealth ability checks",Locked rustic chest at the top floor of the Inn blacksmith,X: -22 Y: 175,2
Sylvan Scimitar,This weapon uses your spellcasting modifier instead of Dexterity for attack rolls and damage rolls,Looted from Jaheira (NPC or Companion),X: -63 Y: 144,2
Potent Robe,"Your cantrips deal additional damage equal to your Charisma modifier At the beginning of your turn, gain temporary hit points equal to your Charisma modifier Armour Class +1",Rewarded by Alfira[3] for Rescue the Tieflings,X: -64 Y: 141,2
Gloves of the Automaton,"Gain an action to become a Construct, gaining resistance to Lightning damage and advantage on attack rolls with weapons for 10 turns ( Recharge: Short rest) Strength saving throws +1",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Acrobat Shoes,"Acrobatics +1 Advantage on Dexterity saving throws",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Ring of Geniality,"Persuasion +1 Deception +1",Bought or stolen from Barcus Wroot[4] at his workshop in the Inn,X: -56 Y: 133,2
Snowburst Ring,"When you deal Cold damage, create a 4.5 m / 15.0 ft ice patch underneath the target(s)","Underneath a loose plank[5] in the bedroom on the ground floor, north of the bar",X: -80 Y: 158,2
Moon Devotion Robe,"While you have Mage Armour active, on your successful saving throw the attacker that caused the throw receives 1d4 Radiant damage Advantage on Constitution saving throws Saving throws +1 Cast Mage Armour ( Recharge: Long rest) Cast Produce Flame ( Recharge: Per turn)","Looted from Isobel at her room on the top floor, or at the Mind Flayer Colony if she was abducted at the Inn","X: -60 Y: 158 Mind Flayer Colony X: 861 Y: -23",2
Jhannyl's Gloves,"When you become Blinded, Paralysed or Poisoned, automatically cast Lesser Restoration on yourself Saving throws +1","Looted from Isobel at her room on the top floor, or at the Mind Flayer Colony if she was abducted at the Inn","X: -60 Y: 158 Mind Flayer Colony X: 861 Y: -23",2
Shifting Corpus Ring,"Cast Invisibility (level 2) ( Recharge: Long rest) Cast Blur ( Recharge: Long rest)",Looted from Marcus in Isobel's room on the top floor during the Inn encounter,X: -63 Y: 163,2
Coruscation Ring,"When you deal spell damage while illuminated by a light source, inflict 2 turns of Radiating Orb upon the target(s)",Locked heavy chest surrounded by shadow roots,Last Light Inn - Cellar X: 45 Y: -736,2
Covert Cowl,"While being obscured, reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Dexterity saving throws +1",On one of the Meenlocks in the basement,Last Light Inn - Cellar X: 33 Y: -697,2
Shield of Scorching Reprisal,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Resistance to Fire damage Gain an action to increase your AC by 1 for 4 turns and force any attaker that misses you to receive 1d6 Fire damage ( Recharge: Short rest)",On a dead body covered by rubble[5] in the cemetery north of the Last Light Inn,X: -3 Y: 217,2
Twist of Fortune,"When you roll 2 damage or less, reroll the dice, taking the new result Gain an action to strike the target, dealing additional 4 Piercing per 300 gold the target possesses ( Recharge: Short rest)",Gerringothe Thorm on the top floor of the building,Reithwin Tollhouse X: -110 Y: -93,2
Ironvine Shield,"When hit in melee by an enemy, if your weapon is imbued with Shillelagh, the attacker receives Piercing damage equal to your Wisdom modifier",Heavy chest on the top floor in the south-western room,Reithwin Tollhouse X: -126 Y: -90,2
Gloves of Battlemage's Power,"On applying a condition with your weapon attack rolls, once per attack, gain Arcane Acuity for 1 turn Strength saving throws +1",Locked opulent chest on the top floor in the south-eastern room,Reithwin Tollhouse X: -82 Y: -90,2
Fireheart,"When you take Fire damage from an enemy, once per turn, gain Heat for 2 turns",Locked heavy chest on the top floor in the small room blocked by veins,Reithwin Tollhouse X: -123 Y: -77,2
Rat Bat,Advantage on attack rolls with this weapon against Beasts,Leaning against a booze tap in the bar near Thisobald Thorm,The Waning Moon X: -224 Y: -76,2
Ichorous Gloves,"When you deal Acid damage, inflict 3 turns of Noxious Fumes upon the target(s)",Locked heavy chest in the cave behind the locked bar door,The Waning Moon X: -252 Y: -69,2
Punch-Drunk Bastard,"If you have the Alcohol condition, gain advantage on attack rolls with this weapon. You also create a blast with each attack, dealing 1d4 Thunder damage in a 3 m / 10 ft radius Gain the Cleave action ( Recharge: Short rest)",Locked wooden chest next to the glowing shadow root in the cave,The Waning Moon X: -257 Y: -90,2
Ritual Dagger of Shar,Deal additional 1d4 Necrotic damage with this weapon,On a Sharran altar in the hidden room at the bottom of the sanctuary,Sharran Sanctuary X: 250 Y: -847,2
Helmet of Arcane Acuity,"When you deal damage with a weapon attack, gain Arcane Acuity for 2 turns Dexterity saving throws +1",Locked gilded chest at the south-most part of the basement,Mason's Guild Basement X: 107 Y: -758,2
True Love's Caress,"While wearing this ring, you can receive Warding Bond from the wearer of True Love's Embrace",On a skeleton[1] leaning against a tree near the graveyard gate,Reithwin Graveyard X: -149 Y: 43,2
Boots of Apparent Death,Cast Feign Death ( Recharge: Short rest),Inside sarcophagus behind the locked grated iron doors,Reithwin Graveyard X: -160 Y: 50,2
Icebite Robe,"Resistance to Cold damage Cast Armour of Agathys (level 3) ( Recharge: Long rest)",Inside sarcophagus in the building north of the graveyard gate,Reithwin Graveyard X: -155 Y: 71,2
Lightning Jabber,"Deal additional 1d4 Lightning damage when throwing this weapon On a hit with this spear, the target must succeed DC 13 Constitution save or get Shocked for 2 turns",Cursed Kuo-Toa Chief near the abandoned fishing shack north-east of the Grand Mausoleum waypoint,X: -148 Y: 115,2
Psionic Ward Armour,"If githyanki[2], gain resistance to Psychic damage On your successful saving throw against a spell, regain 1d4 hit points Disadvantage on Stealth ability checks",Ch'r'ai Tska'an at the bridge north-west of The Waning Moon,X: -249 Y: -34,2
Hr'a'cknir Bracers,"Cast Mage Hand ( Recharge: Long rest) Cast Telekinesis using Strength as spellcasting ability ( Recharge: Short rest)",Ch'r'ai Tska'an at the bridge north-west of The Waning Moon,X: -249 Y: -34,2
Watcher's Shield,Advantage on Perception ability checks,On a pair of skeletons along the cliffs west of the House of Healing,X: -248 Y: 36,2
Assassin's Shortsword,Advantage on Stealth ability checks,On a pair of skeletons along the cliffs west of the House of Healing,X: -248 Y: 36,2
True Love's Embrace,Cast Warding Bond on the wearer of True Love's Caress ( Recharge: Long rest),On a skeleton next to a bed behind Sister Sinda on the ground floor,House of Healing X: -210 Y: 2,2
Shar's Temptation,Cast Charm Person (level 1) ( Recharge: Short rest),Wooden crate with a note next to the wooden ladder on the gound floor,House of Healing X: -196 Y: 14,2
Surgeon's Subjugation Amulet,"On a critical hit against a Humanoid, you can choose to Paralyse the target for 2 turns ( Recharge: Long rest)",Malus Thorm on the ground floor at the surgery hall,House of Healing X: -200 Y: 47,2
Poisoner's Gloves,"When you deal Poison damage, the target must succeed DC 13 Constitution save or get Poisoned for 3 turns",Painted chest in the north-most room behind Malus Thorm,House of Healing X: -197 Y: 76,2
Strange Tendril Amulet,Cast Evard's Black Tentacles ( Recharge: Long rest),Wooden chest next to the charred corpse behind the hidden door[1],House of Healing Morgue X: 85 Y: -1005,2
Firzu's Ring of Trading,Deception +1,On the charred corpse behind the hidden door[1],House of Healing Morgue X: 85 Y: -1005,2
Bided Time,"When you are hit by an enemy in melee, gain Arcane Charge for 2 turns",Locked heavy chest in the storage room south of the zombie crypt,House of Healing Morgue X: 46 Y: -1005,2
Eversight Ring,Immunity to being Blinded,Locked opulent chest in the corner of the morgue lab west of the zombie crypt,House of Healing Morgue X: 10 Y: -973,2
Fleshmelter Cloak,"When you are hit, once per attack, the attacker receives 1d4 Acid damage",Gilded chest on the distant rocky ledge above the pit,House of Healing Morgue X: 33 Y: -931,2
Protective Plate,Resistance to Necrotic damage,Hollow Armour surrounded by oozes in the pit,House of Healing Morgue X: 51 Y: -932,2
Shadow Blade Ring,Cast Shadow Blade ( Recharge: Short rest),Rewarded by Arabella for Find Arabella's Parents. It is advised to send her to camp during the quest.,"Campsite, next to Withers",2
Vivacious Cloak,"When casting a spell in melee, gain 8 temporary hit points",Locked traveller's chest in the south-east room of the entry crypt,X: -259 Y: -882,2
Least Expected,"While being obscured, gain a 1d4 bonus to ranged weapon attack rolls",Gilded chest behind the stone table beyond the locked puzzle door,Gauntlet of Shar X: -730 Y: -802,2
Dark Justiciar Gauntlets (Uncommon),"Deal additional 1d Necrotic damage with your weapons Strength saving throws +1",On a pile of crates near Yurgir,Gauntlet of Shar X: -664 Y: -759,2
Merregon Halberd,Regular halberd with +1 damage,Merregons of the Yurgir hunting party,Gauntlet of Shar X: -658 Y: 753,2
Hellfire Hand Crossbow,"On your hit with this hand crossbow while Hiding or being Invisible, the target must succeed DC 15 Constitution save or get Burned for 2 turns Cast Scorching Ray (level 3) ( Recharge: Short rest)",Yurgir[1] at his hunting grounds,Gauntlet of Shar X: -668 Y: -765,2
Boots of Brilliance,Gain an action to restore one Bardic Inspiration charge to yourself ( Recharge: Long rest),Heavy chest in the area north of Yurgir's throne room,Gauntlet of Shar X: -634 Y: -724,2
Justiciar's Scimitar,"On a hit with this scimitar, if you have advantage on weapon attacks, the target must succeed DC 14 Constitution save or get Blinded for 2 turns Gain an action to strike the target, dealing additional damage equal to your proficiency bonus + 1d6 Psychic. This action doesn't break Invisibility or other forms of concealment ( Recharge: Short rest)",Lyrthindor at the base of the Shar's statue when summoned during Break Yurgir's Contract,Gauntlet of Shar X: -713 Y: -731,2
Justiciar's Greatshield,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Gain an action to create a 2 m / 6.5 ft radius cloud of magical Darkness where you stand that lingers for 2 turns, and immediately attempt to Hide ( Recharge: Short rest)",Lyrthindor at the base of the Shar's statue when summoned during Break Yurgir's Contract,Gauntlet of Shar X: -713 Y: -731,2
Circle of Bones,"Allied Undead within 6 m / 20 ft gain resistance to Physical damage Cast Animate Dead (level 3) ( Recharge: Long rest)","Balthazar at his altar, or in Shadowfell if spared at the altar, or in Mind Flayer Colony if you let him abduct the Nightsong","Gauntlet of Shar X: -851 Y: -783 Shadowfell X: -604 Y: -1431 Mind Flayer Colony X: 715 Y: -49",2
Callous Glow Ring,Deal additional 2 Radiant damage against illuminated targets,Opulent chest behind the vault door north-east of Balthazar's laboratory,Gauntlet of Shar X: -819 Y: -753,2
Killer's Sweetheart,"When you kill an enemy, your next attack roll can be chosen to be a critical hit. Once spent, this effect goes on cooldown ( Recharge: Long rest)",On one of the mirror images in the Self-Same Trial room,Gauntlet of Shar X: -830 Y: -726,2
Dark Justiciar Half-Plate (Rare),"While being obscured, gain advantage on Stealth ability checks Advantage on Constitution saving throws Gain a concentration action to give an ally or yourself +2 to AC ( Recharge: Long rest)",By the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -817 Y: -753,2
Spear of Night,"Regular spear with +1 damage Key item for Find the Nightsong and The Chosen of Shar",On the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -817 Y: -753,2
Dark Justiciar Helmet,"+1 bonus to saving throws against spells While being obscured, reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Constitution saving throws +1",Gilded chest behind the Shar altar beyond the riddle door in the Silent Library,Gauntlet of Shar X: -822 Y: -753,2
Dark Justiciar Helm,"While being obscured, you gain +1 bonus to saving throws against attacks Constitution saving throws +1","On the ground in the Shadowfell, at two points.",Shadowfell X: -544 Y: -1447 & X: -516 Y: -1397,2
Moonlight Glaive,"Deal additional 1d4 Radiant damage with this weapon This weapon sheds light in a 6 m / 20 ft radius. This can be toggled off Gain an action to strike the enemy, dealing additional Psychic damage equal to your proficiency bonus, surrounding them in a 3 m / 10 ft butterfly cloud that grants advantage on attack rolls against the target. If the target leaves the cloud, they receive 1d6 Psychic damage ( Recharge: Short rest)",Rewarded for rescuing the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Half-Plate (Very Rare),"While being obscured, gain advantage on Stealth ability checks Advantage on Constitution saving throws While you have Shield of Faith active, reduce all incoming damage by 2, and the attacker receives 1d4 Necrotic damage on each hit against you Gain a concentration action to give an ally or yourself +2 to AC ( Recharge: Long rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Gauntlets (Rare),"Deal additional 1d4 Necrotic damage with your weapons Strength saving throws +1 Gain an action to curse the target for 2 turns. If the target enters an obscured area or remains in it at the start of their turn, they must succeed DC 14 Charisma save or suffer 2d8 Necrotic damage ( Recharge: Per turn)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Dark Justiciar Boots,"Dexterity saving throws +1 Gain an ability to teleport yourself to an unoccupied, obscured spot up to 18 m / 60 ft away ( Recharge: Short rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Shar's Spear of Evening,"While being obscured, gain advantage on saving throws. On a hit with your weapons against an obscured target, deal additional 1d6 damage Immunity to being Blinded Cast Darkness as an Action ( Recharge: Per turn) Gain an ability to strike a target, rippling the hit through all creatures (including allies) around you in a 3 m / 10 ft radius, and leaving behind a 3 m / 10 ft radius Darkness cloud that lingers for 3 turns ( Recharge: Short rest)",Rewarded to Shadowheart (Origin or Companion) for defeating the Nightsong,Shadowfell X: -604 Y: -1431,2
Selûne's Spear of Night,"Advantage on Wisdom saving throws and Perception ability checks Gain Darkvision while having this weapon equipped Cast Moonbeam (level 3) ( Recharge: Long rest) Cast Moonmote ( Recharge: Long rest)",Rewarded at camp after rescuing the Nightsong and defeating Ketheric Thorm,Campsite,2
Spellcrux Amulet,Gain an action to restore one spell slot of level 6 and lower ( Recharge: Long rest),The Warden at the warden's tower,Moonrise Towers Prison X: 576 Y: -654,2
Wulbren's Hammer,Deal additional 2d4 Force damage against objects,On a table on the top floor of the warden's tower,Moonrise Towers Prison X: 575 Y: -649,2
Browbeaten Circlet,"While being Threatened, gain a +1 bonus to spell save DC",Evidence chest on the top floor of the warden's tower,Moonrise Towers Prison X: 572 Y: -652,2
Sharpened Snare Cuirass,"Add your full Dexterity modifier to your AC while wearing this armour Enemies have disadvantage on saving throws to resist your Restraining attacks and spells",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Gloves of Crushing,"Deal additional 2 Bludgeoning damage with unarmed strikes, and gain a +1 bonus to unarmed and Throw attack rolls",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Armour of Devotion,"Gain an action to restore one Paladin Channel Oath Charge ( Recharge: Long rest) Disadvantage on Stealth ability checks",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Drakethroat Glaive,"Enemies have disadvantage on saving throws against your dragonborn breath weapon Cast Draconic Elemental Weapon ( Recharge: Long rest)",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Ne'er Misser,"This weapon deals exclusively Force damage Cast Magic Missile (level 3) ( Recharge: Short rest)",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Poisoner's Ring,Gain an action to curse an enemy; The target must succeed DC 14 Constitution save or become vulnerable to Poison damage for 10 turns ( Recharge: Long rest),Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Ring of Spiteful Thunder,"When you deal damage to a Reverberating target, they must succeed DC 13 Constitution save or get Dazed for 2 turns",Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Marksmanship Hat,+1 bonus to ranged weapon and spell attack rolls,Bought or stolen from Roah Moonglow at the main floor,X: -174 Y: -179,2
Halberd of Vigilance,"Deal additional 1d4 Force damage with this weapon Advantage on Perception ability checks and a +1 bonus to Initiative rolls Advantage on attack rolls made as Reactions",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Gloves of The Duellist,+2 bonus to melee weapon attack rolls when holding a weapon in the main hand and no weapon in the free hand. Shields equipped in the free hand also work,Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Sentinel Shield,"Advantage on Perception ability checks and a +3 bonus to Initiative rolls Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Enraging Heart Garb,"While you are Raging, gain Wrath for 2 turns Increase your Constitution by 2 (max 20) while wearing this armour",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Fistbreaker Helm,"+1 bonus to spell save DC +1 bonus to Initiative rolls",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Bigboy's Chew Toy,Gain an action to Enlarge yourself for 10 turns ( Recharge: Long rest),Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Titanstring Bow,Deal additional damage equal to your Strength modifier with this bow,Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Slicing Shortsword,"When you attack with advantage, the attack inflicts 2 turns of Bleeding unto the target",Bought or stolen from Lann Tarv at the main floor,X: -164 Y: -168,2
Gauntlets of Surging Accuracy,"When you use Action Surge, gain a 1d4 bonus to attack rolls for the rest of your turn",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Dwarven Splintmail,"Incoming Piercing damage is reduced by 1 +1 bonus to Strength saving throws and ability checks Increase your Constitution by 2 (max 20) while wearing this armour Disadvantage on Stealth ability checks",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Render of Mind and Body,"When you attack with advantage, deal additional 1d8 Psychic damage with this weapon",Bought or stolen from Lann Tarv at the main floor when Disciple Z'rell at the upper floor was covinced to help,X: -164 Y: -168,2
Circlet of Hunting,"Gain a 1d4 bonus to attack rolls against targets marked by Hunter's Mark, True Strike, Faerie Fire, or Guiding Bolt",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Boots of Arcane Bolstering,"On Dash or similar action, gain Arcane Charge for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Risky Ring,"Advantage on attack rolls, but disadvantage on saving throws",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Ring of Free Action,"Immunity to being Paralysed, Restrained, or impeded by Difficult Terrain",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Robe of Exquisite Focus,+1 bonus to spell save DC,Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Thunderskin Cloak,"When you are hit by a Reverberating target, they must succeed DC 13 Constitution save or get Dazed for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
Hat of Storm Scion's Power,"When you deal Thunder damage, once per attack, gain Arcane Acuity for 2 turns",Bought or stolen from Araj Oblodra at the main floor,X: -128 Y: -193,2
